IdLimite,LIMITE_DIARIO_ANTERIOR,LIMITE_DIARIO_ACTUAL,FECHA_ACTUALIZACION_DIA,LIMITE_SEMANA_ANTERIOR,LIMITE_SEMANA_ACTUAL,FECHA_ACTUALIZACION_SEMANA,LIMITE_MENSUAL_ANTERIOR,LIMITE_MENSUAL_ACTUAL,FECHA_ACTUALIZACION_MENSUAL,LIMITE_PERDIDA_DIARIO_ANTERIOR,LIMITE_PERDIDA_DIARIO_ACTUAL,FECHA_ACTUAL_DIARIO_PERDIDA,LIMITE_PERDIDA_SEMANA_ANTERIOR,LIMITE_PERDIDA_SEMANA_ACTUAL,FECHA_ACTUAL_SEMANA_PERDIDA,LIMITE_PERDIDA_MES_ANTERIOR ,LIMITE_PERDIDA_MES_ACTUAL,FECHA_ACTUAL_MES_PERDIDA ,TIEMPO_ACTIVIDAD_SESSION,IdUsuario,ESTADO
390,38760.81,338053.76,5/15/2019 0:00,387539.92,488369.15,3/19/2019 0:00,492496.18,474721.60,5/23/2019 0:00,169026.88,101416.13,5/23/2019 0:00,193769.96,77507.98,5/23/2019 0:00,295497.71,49249.62,5/23/2019 0:00,5,390,Disponible
391,780980.11,492869.35,8/16/2019 0:00,661191.39,818117.29,10/23/2018 0:00,615468.03,185665.33,5/11/2019 0:00,246434.68,147860.81,5/11/2019 0:00,330595.70,132238.28,5/11/2019 0:00,369280.82,61546.80,5/11/2019 0:00,2,391,Disponible
392,822370.68,942683.01,5/25/2019 0:00,473489.09,630800.43,1/24/2019 0:00,25896.79,931504.74,11/7/2018 0:00,471341.51,282804.90,11/7/2018 0:00,236744.55,94697.82,11/7/2018 0:00,15538.07,2589.68,11/7/2018 0:00,9,392,Disponible
393,597148.67,726851.83,12/3/2018 0:00,363780.23,977292.74,2/16/2019 0:00,368184.22,658151.55,5/21/2019 0:00,363425.92,218055.55,5/21/2019 0:00,181890.12,72756.05,5/21/2019 0:00,220910.53,36818.42,5/21/2019 0:00,8,393,Disponible
394,385508.93,113686.78,10/1/2019 0:00,233272.67,270655.51,12/13/2018 0:00,143189.84,136247.02,5/7/2019 0:00,56843.39,34106.03,5/7/2019 0:00,116636.34,46654.53,5/7/2019 0:00,85913.90,14318.98,5/7/2019 0:00,5,394,Disponible
395,404566.97,279831.53,10/7/2019 0:00,943484.34,44330.52,3/21/2019 0:00,117162.23,140250.70,2/16/2019 0:00,139915.77,83949.46,2/16/2019 0:00,471742.17,188696.87,2/16/2019 0:00,70297.34,11716.22,2/16/2019 0:00,12,395,Disponible
396,229595.50,860626.56,7/18/2019 0:00,152932.76,687220.02,12/19/2018 0:00,685699.01,285305.62,10/14/2019 0:00,430313.28,258187.97,10/14/2019 0:00,76466.38,30586.55,10/14/2019 0:00,411419.41,68569.90,10/14/2019 0:00,10,396,Disponible
397,257931.97,732874.06,10/22/2018 0:00,628913.47,537542.24,11/25/2018 0:00,645937.77,964005.61,7/17/2019 0:00,366437.03,219862.22,7/17/2019 0:00,314456.74,125782.69,7/17/2019 0:00,387562.66,64593.78,7/17/2019 0:00,4,397,Disponible
398,972685.07,65925.29,7/12/2019 0:00,223220.16,737144.45,6/14/2019 0:00,733633.61,51316.65,11/26/2018 0:00,32962.65,19777.59,11/26/2018 0:00,111610.08,44644.03,11/26/2018 0:00,440180.17,73363.36,11/26/2018 0:00,2,398,Disponible
399,582265.48,151622.87,7/4/2019 0:00,375193.55,610679.71,1/31/2019 0:00,708624.38,970268.13,5/16/2019 0:00,75811.44,45486.86,5/16/2019 0:00,187596.78,75038.71,5/16/2019 0:00,425174.63,70862.44,5/16/2019 0:00,10,399,Disponible
400,877309.76,320875.17,7/12/2019 0:00,989841.83,791679.19,3/18/2019 0:00,395508.33,285586.09,11/3/2018 0:00,160437.59,96262.55,11/3/2018 0:00,494920.92,197968.37,11/3/2018 0:00,237305.00,39550.83,11/3/2018 0:00,8,400,Disponible
401,809382.59,685816.39,6/2/2019 0:00,483641.18,972525.02,10/15/2019 0:00,677394.32,97998.02,5/12/2019 0:00,342908.20,205744.92,5/12/2019 0:00,241820.59,96728.24,5/12/2019 0:00,406436.59,67739.43,5/12/2019 0:00,12,401,Disponible
402,500071.58,679582.17,6/1/2019 0:00,940237.91,77813.42,6/18/2019 0:00,251137.08,537872.73,1/11/2019 0:00,339791.09,203874.65,1/11/2019 0:00,470118.96,188047.58,1/11/2019 0:00,150682.25,25113.71,1/11/2019 0:00,3,402,Disponible
403,791105.30,878514.22,3/7/2019 0:00,702081.42,235378.90,2/1/2019 0:00,443956.02,740276.94,2/26/2019 0:00,439257.11,263554.27,2/26/2019 0:00,351040.71,140416.28,2/26/2019 0:00,266373.61,44395.60,2/26/2019 0:00,11,403,Disponible
404,563553.11,876252.18,4/27/2019 0:00,411663.81,414225.38,7/18/2019 0:00,201896.04,574292.48,5/10/2019 0:00,438126.09,262875.65,5/10/2019 0:00,205831.91,82332.76,5/10/2019 0:00,121137.62,20189.60,5/10/2019 0:00,2,404,Disponible
405,608520.79,38854.28,2/26/2019 0:00,182226.58,92856.11,8/15/2019 0:00,272062.57,805233.19,1/21/2019 0:00,19427.14,11656.28,1/21/2019 0:00,91113.29,36445.32,1/21/2019 0:00,163237.54,27206.26,1/21/2019 0:00,6,405,Disponible
406,677919.38,900950.45,10/11/2019 0:00,715547.53,61981.70,8/8/2019 0:00,389262.41,549043.34,11/6/2018 0:00,450475.23,270285.14,11/6/2018 0:00,357773.77,143109.51,11/6/2018 0:00,233557.45,38926.24,11/6/2018 0:00,12,406,Disponible
407,537588.33,938072.53,5/3/2019 0:00,638379.67,194999.49,10/7/2019 0:00,300200.68,45466.85,10/16/2019 0:00,469036.27,281421.76,10/16/2019 0:00,319189.84,127675.93,10/16/2019 0:00,180120.41,30020.07,10/16/2019 0:00,9,407,Disponible
408,884043.22,886137.94,3/9/2019 0:00,248299.41,508136.00,4/17/2019 0:00,413127.99,801840.99,6/12/2019 0:00,443068.97,265841.38,6/12/2019 0:00,124149.71,49659.88,6/12/2019 0:00,247876.79,41312.80,6/12/2019 0:00,6,408,Disponible
409,586933.42,289204.36,6/10/2019 0:00,692863.13,431815.06,3/16/2019 0:00,670540.66,405721.71,10/18/2019 0:00,144602.18,86761.31,10/18/2019 0:00,346431.57,138572.63,10/18/2019 0:00,402324.40,67054.07,10/18/2019 0:00,11,409,Disponible
410,706827.23,919173.38,7/2/2019 0:00,932612.17,391507.77,7/8/2019 0:00,268599.13,293228.68,2/21/2019 0:00,459586.69,275752.01,2/21/2019 0:00,466306.09,186522.43,2/21/2019 0:00,161159.48,26859.91,2/21/2019 0:00,2,410,Disponible
411,742773.20,409183.53,10/7/2019 0:00,425925.18,665459.97,12/13/2018 0:00,132834.66,998269.47,10/19/2018 0:00,204591.77,122755.06,10/19/2018 0:00,212962.59,85185.04,10/19/2018 0:00,79700.80,13283.47,10/19/2018 0:00,2,411,Disponible
412,174666.33,799453.20,10/24/2018 0:00,950635.63,971010.89,2/28/2019 0:00,334008.86,20578.58,7/8/2019 0:00,399726.60,239835.96,7/8/2019 0:00,475317.82,190127.13,7/8/2019 0:00,200405.32,33400.89,7/8/2019 0:00,1,412,Disponible
413,563233.07,503752.95,2/8/2019 0:00,881631.78,735732.66,4/21/2019 0:00,700820.73,355979.28,8/22/2019 0:00,251876.48,151125.89,8/22/2019 0:00,440815.89,176326.36,8/22/2019 0:00,420492.44,70082.07,8/22/2019 0:00,11,413,Disponible
414,382626.83,890717.97,9/6/2019 0:00,231967.83,634552.60,7/4/2019 0:00,580450.03,262401.88,8/27/2019 0:00,445358.99,267215.39,8/27/2019 0:00,115983.92,46393.57,8/27/2019 0:00,348270.02,58045.00,8/27/2019 0:00,6,414,Disponible
415,595657.94,206203.84,5/9/2019 0:00,158678.45,861269.09,9/4/2019 0:00,97306.92,566495.65,2/16/2019 0:00,103101.92,61861.15,2/16/2019 0:00,79339.23,31735.69,2/16/2019 0:00,58384.15,9730.69,2/16/2019 0:00,10,415,Disponible
416,471452.03,950515.30,1/8/2019 0:00,167574.31,970196.21,3/7/2019 0:00,582644.13,172016.76,4/4/2019 0:00,475257.65,285154.59,4/4/2019 0:00,83787.16,33514.86,4/4/2019 0:00,349586.48,58264.41,4/4/2019 0:00,5,416,Disponible
417,272641.13,361732.74,12/16/2018 0:00,270440.26,634324.43,5/16/2019 0:00,58610.62,703818.54,3/16/2019 0:00,180866.37,108519.82,3/16/2019 0:00,135220.13,54088.05,3/16/2019 0:00,35166.37,5861.06,3/16/2019 0:00,10,417,Disponible
418,847999.70,21885.18,7/13/2019 0:00,238813.28,931621.03,12/2/2018 0:00,343760.00,941572.30,9/17/2019 0:00,10942.59,6565.55,9/17/2019 0:00,119406.64,47762.66,9/17/2019 0:00,206256.00,34376.00,9/17/2019 0:00,6,418,Disponible
419,336030.07,950072.02,6/25/2019 0:00,27905.86,821236.63,3/4/2019 0:00,463215.77,359614.38,8/10/2019 0:00,475036.01,285021.61,8/10/2019 0:00,13952.93,5581.17,8/10/2019 0:00,277929.46,46321.58,8/10/2019 0:00,3,419,Disponible
420,100080.96,704141.42,6/9/2019 0:00,761694.76,94724.06,11/28/2018 0:00,39233.56,583850.16,10/7/2019 0:00,352070.71,211242.43,10/7/2019 0:00,380847.38,152338.95,10/7/2019 0:00,23540.14,3923.36,10/7/2019 0:00,9,420,Disponible
421,701313.08,503922.22,10/25/2018 0:00,660527.83,301724.63,9/16/2019 0:00,123690.78,800837.17,6/27/2019 0:00,251961.11,151176.67,6/27/2019 0:00,330263.92,132105.57,6/27/2019 0:00,74214.47,12369.08,6/27/2019 0:00,2,421,Disponible
422,826760.07,847777.55,9/17/2019 0:00,830375.57,536758.43,8/20/2019 0:00,535741.13,285256.52,7/31/2019 0:00,423888.78,254333.27,7/31/2019 0:00,415187.79,166075.11,7/31/2019 0:00,321444.68,53574.11,7/31/2019 0:00,12,422,Disponible
423,673286.31,994938.54,11/5/2018 0:00,524460.22,241485.00,4/22/2019 0:00,313111.83,519576.91,12/19/2018 0:00,497469.27,298481.56,12/19/2018 0:00,262230.11,104892.04,12/19/2018 0:00,187867.10,31311.18,12/19/2018 0:00,1,423,Disponible
424,882853.76,761906.95,5/28/2019 0:00,364366.01,811242.71,11/30/2018 0:00,256927.70,215556.65,9/1/2019 0:00,380953.48,228572.09,9/1/2019 0:00,182183.01,72873.20,9/1/2019 0:00,154156.62,25692.77,9/1/2019 0:00,2,424,Disponible
425,631546.59,457149.12,9/29/2019 0:00,858209.80,626944.18,5/30/2019 0:00,581424.23,869774.42,12/16/2018 0:00,228574.56,137144.74,12/16/2018 0:00,429104.90,171641.96,12/16/2018 0:00,348854.54,58142.42,12/16/2018 0:00,3,425,Disponible
426,424677.40,993137.19,5/26/2019 0:00,573253.21,122841.97,2/26/2019 0:00,917448.98,433665.08,11/24/2018 0:00,496568.60,297941.16,11/24/2018 0:00,286626.61,114650.64,11/24/2018 0:00,550469.39,91744.90,11/24/2018 0:00,7,426,Disponible
427,845617.27,738349.65,11/11/2018 0:00,218215.03,956684.29,2/12/2019 0:00,72057.24,775227.04,11/13/2018 0:00,369174.83,221504.90,11/13/2018 0:00,109107.52,43643.01,11/13/2018 0:00,43234.34,7205.72,11/13/2018 0:00,9,427,Disponible
428,451682.10,392858.42,8/4/2019 0:00,358398.43,832382.64,9/26/2019 0:00,334252.55,583422.66,12/22/2018 0:00,196429.21,117857.53,12/22/2018 0:00,179199.22,71679.69,12/22/2018 0:00,200551.53,33425.26,12/22/2018 0:00,11,428,Disponible
429,534423.49,732413.76,7/10/2019 0:00,90101.49,770780.11,11/10/2018 0:00,832031.79,959546.18,12/25/2018 0:00,366206.88,219724.13,12/25/2018 0:00,45050.75,18020.30,12/25/2018 0:00,499219.07,83203.18,12/25/2018 0:00,2,429,Disponible
430,940890.49,911756.00,1/21/2019 0:00,241911.36,327616.90,12/8/2018 0:00,935617.31,124131.99,1/20/2019 0:00,455878.00,273526.80,1/20/2019 0:00,120955.68,48382.27,1/20/2019 0:00,561370.39,93561.73,1/20/2019 0:00,8,430,Disponible
431,476141.96,99860.17,10/2/2019 0:00,711810.51,730806.69,2/2/2019 0:00,253967.59,930545.80,3/11/2019 0:00,49930.09,29958.05,3/11/2019 0:00,355905.26,142362.10,3/11/2019 0:00,152380.55,25396.76,3/11/2019 0:00,6,431,Disponible
432,239025.68,568407.55,4/5/2019 0:00,727549.48,717504.04,4/28/2019 0:00,27608.35,531491.92,4/28/2019 0:00,284203.78,170522.27,4/28/2019 0:00,363774.74,145509.90,4/28/2019 0:00,16565.01,2760.84,4/28/2019 0:00,5,432,Disponible
433,698369.58,507293.18,12/3/2018 0:00,651271.56,170030.73,1/1/2019 0:00,890848.19,307885.34,1/8/2019 0:00,253646.59,152187.95,1/8/2019 0:00,325635.78,130254.31,1/8/2019 0:00,534508.91,89084.82,1/8/2019 0:00,2,433,Disponible
434,408308.58,301440.55,11/6/2018 0:00,831160.86,616721.23,7/19/2019 0:00,312868.07,175374.31,2/10/2019 0:00,150720.28,90432.17,2/10/2019 0:00,415580.43,166232.17,2/10/2019 0:00,187720.84,31286.81,2/10/2019 0:00,1,434,Disponible
435,994653.30,335659.52,12/15/2018 0:00,303226.95,282046.05,7/21/2019 0:00,908370.90,916210.65,12/21/2018 0:00,167829.76,100697.86,12/21/2018 0:00,151613.48,60645.39,12/21/2018 0:00,545022.54,90837.09,12/21/2018 0:00,4,435,Disponible
436,851545.97,621392.54,12/30/2018 0:00,766328.79,859260.34,3/6/2019 0:00,148286.07,816035.75,11/25/2018 0:00,310696.27,186417.76,11/25/2018 0:00,383164.40,153265.76,11/25/2018 0:00,88971.64,14828.61,11/25/2018 0:00,12,436,Disponible
437,820299.83,705941.70,11/19/2018 0:00,106967.28,944260.02,9/17/2019 0:00,610978.75,407632.52,11/1/2018 0:00,352970.85,211782.51,11/1/2018 0:00,53483.64,21393.46,11/1/2018 0:00,366587.25,61097.88,11/1/2018 0:00,4,437,Disponible
438,457221.77,493121.46,6/2/2019 0:00,391558.27,370190.94,5/21/2019 0:00,54914.48,847772.61,4/27/2019 0:00,246560.73,147936.44,4/27/2019 0:00,195779.14,78311.65,4/27/2019 0:00,32948.69,5491.45,4/27/2019 0:00,8,438,Disponible
439,34363.41,181886.91,12/27/2018 0:00,408124.20,182032.07,4/22/2019 0:00,692554.72,697102.88,3/1/2019 0:00,90943.46,54566.07,3/1/2019 0:00,204062.10,81624.84,3/1/2019 0:00,415532.83,69255.47,3/1/2019 0:00,4,439,Disponible
440,60784.72,274661.40,9/19/2019 0:00,308624.02,450910.71,11/21/2018 0:00,870014.80,211820.58,1/16/2019 0:00,137330.70,82398.42,1/16/2019 0:00,154312.01,61724.80,1/16/2019 0:00,522008.88,87001.48,1/16/2019 0:00,5,440,Disponible
441,137932.60,175238.82,1/16/2019 0:00,299865.45,816544.08,4/9/2019 0:00,635473.74,834544.82,11/29/2018 0:00,87619.41,52571.65,11/29/2018 0:00,149932.73,59973.09,11/29/2018 0:00,381284.24,63547.37,11/29/2018 0:00,6,441,Disponible
442,149042.31,835273.93,4/16/2019 0:00,448711.05,389322.97,6/27/2019 0:00,352106.70,177438.01,7/22/2019 0:00,417636.97,250582.18,7/22/2019 0:00,224355.53,89742.21,7/22/2019 0:00,211264.02,35210.67,7/22/2019 0:00,2,442,Disponible
443,405200.68,866505.20,9/4/2019 0:00,556192.73,566912.84,10/20/2018 0:00,515644.91,698280.56,5/3/2019 0:00,433252.60,259951.56,5/3/2019 0:00,278096.37,111238.55,5/3/2019 0:00,309386.95,51564.49,5/3/2019 0:00,12,443,Disponible
444,174262.80,539790.93,10/7/2019 0:00,491345.53,562000.44,2/25/2019 0:00,916971.39,936820.60,9/5/2019 0:00,269895.47,161937.28,9/5/2019 0:00,245672.77,98269.11,9/5/2019 0:00,550182.83,91697.14,9/5/2019 0:00,6,444,Disponible
445,93809.01,275903.02,5/2/2019 0:00,189738.03,632610.11,9/15/2019 0:00,410203.79,598868.03,12/27/2018 0:00,137951.51,82770.91,12/27/2018 0:00,94869.02,37947.61,12/27/2018 0:00,246122.27,41020.38,12/27/2018 0:00,9,445,Disponible
446,988982.47,520175.73,9/14/2019 0:00,664484.38,190117.95,8/23/2019 0:00,807511.78,775493.28,12/24/2018 0:00,260087.87,156052.72,12/24/2018 0:00,332242.19,132896.88,12/24/2018 0:00,484507.07,80751.18,12/24/2018 0:00,1,446,Disponible
447,795086.89,518990.31,11/6/2018 0:00,927325.78,649108.41,5/8/2019 0:00,513639.93,165388.88,6/18/2019 0:00,259495.16,155697.09,6/18/2019 0:00,463662.89,185465.16,6/18/2019 0:00,308183.96,51363.99,6/18/2019 0:00,4,447,Disponible
448,927704.59,160356.57,2/26/2019 0:00,85375.00,672169.46,8/10/2019 0:00,805392.41,872392.43,5/5/2019 0:00,80178.29,48106.97,5/5/2019 0:00,42687.50,17075.00,5/5/2019 0:00,483235.45,80539.24,5/5/2019 0:00,4,448,Disponible
449,488639.47,649266.78,10/21/2018 0:00,559210.85,658316.14,9/29/2019 0:00,61083.94,192287.37,3/6/2019 0:00,324633.39,194780.03,3/6/2019 0:00,279605.43,111842.17,3/6/2019 0:00,36650.36,6108.39,3/6/2019 0:00,10,449,Disponible
450,828866.04,625206.16,10/27/2018 0:00,263027.02,154208.65,9/3/2019 0:00,315350.31,590410.83,1/30/2019 0:00,312603.08,187561.85,1/30/2019 0:00,131513.51,52605.40,1/30/2019 0:00,189210.19,31535.03,1/30/2019 0:00,7,450,Disponible
451,420724.46,328122.08,8/20/2019 0:00,35453.91,701324.42,9/3/2019 0:00,815517.54,813030.44,4/4/2019 0:00,164061.04,98436.62,4/4/2019 0:00,17726.96,7090.78,4/4/2019 0:00,489310.52,81551.75,4/4/2019 0:00,2,451,Disponible
452,186814.38,384230.60,5/3/2019 0:00,979302.55,734864.12,1/28/2019 0:00,35711.11,561874.93,10/22/2018 0:00,192115.30,115269.18,10/22/2018 0:00,489651.28,195860.51,10/22/2018 0:00,21426.67,3571.11,10/22/2018 0:00,4,452,Disponible
453,363061.96,849680.50,6/19/2019 0:00,396216.75,536821.29,11/22/2018 0:00,175795.12,633273.83,1/8/2019 0:00,424840.25,254904.15,1/8/2019 0:00,198108.38,79243.35,1/8/2019 0:00,105477.07,17579.51,1/8/2019 0:00,11,453,Disponible
454,480366.71,38520.23,8/18/2019 0:00,579202.99,702014.33,8/2/2019 0:00,486640.09,225267.63,10/27/2018 0:00,19260.12,11556.07,10/27/2018 0:00,289601.50,115840.60,10/27/2018 0:00,291984.05,48664.01,10/27/2018 0:00,9,454,Disponible
455,599124.52,929624.01,12/17/2018 0:00,482576.51,210237.10,9/28/2019 0:00,929939.74,712155.51,3/27/2019 0:00,464812.01,278887.20,3/27/2019 0:00,241288.26,96515.30,3/27/2019 0:00,557963.84,92993.97,3/27/2019 0:00,3,455,Disponible
456,417028.26,680984.27,7/5/2019 0:00,552858.41,351010.70,6/27/2019 0:00,730383.01,648252.18,1/8/2019 0:00,340492.14,204295.28,1/8/2019 0:00,276429.21,110571.68,1/8/2019 0:00,438229.81,73038.30,1/8/2019 0:00,7,456,Disponible
457,689183.86,324939.60,8/2/2019 0:00,465792.26,380583.13,7/10/2019 0:00,968564.85,407028.48,8/4/2019 0:00,162469.80,97481.88,8/4/2019 0:00,232896.13,93158.45,8/4/2019 0:00,581138.91,96856.49,8/4/2019 0:00,5,457,Disponible
458,322459.65,536528.46,9/13/2019 0:00,252896.27,335774.91,8/29/2019 0:00,534738.53,773136.41,5/21/2019 0:00,268264.23,160958.54,5/21/2019 0:00,126448.14,50579.25,5/21/2019 0:00,320843.12,53473.85,5/21/2019 0:00,6,458,Disponible
459,503395.06,841340.08,11/12/2018 0:00,964763.82,485579.67,12/4/2018 0:00,654483.80,521666.77,11/5/2018 0:00,420670.04,252402.02,11/5/2018 0:00,482381.91,192952.76,11/5/2018 0:00,392690.28,65448.38,11/5/2018 0:00,1,459,Disponible
460,322018.27,683332.10,8/12/2019 0:00,269413.99,739104.10,2/22/2019 0:00,68187.17,703503.09,3/26/2019 0:00,341666.05,204999.63,3/26/2019 0:00,134707.00,53882.80,3/26/2019 0:00,40912.30,6818.72,3/26/2019 0:00,4,460,Disponible
461,815402.64,578615.77,2/8/2019 0:00,635923.29,656928.23,4/19/2019 0:00,923581.56,575648.13,9/28/2019 0:00,289307.89,173584.73,9/28/2019 0:00,317961.65,127184.66,9/28/2019 0:00,554148.94,92358.16,9/28/2019 0:00,6,461,Disponible
462,639803.85,728929.19,8/17/2019 0:00,896790.91,749738.94,1/19/2019 0:00,923083.55,373318.31,11/13/2018 0:00,364464.60,218678.76,11/13/2018 0:00,448395.46,179358.18,11/13/2018 0:00,553850.13,92308.36,11/13/2018 0:00,2,462,Disponible
463,764293.45,739183.44,11/24/2018 0:00,470742.44,850912.87,4/25/2019 0:00,765994.98,844493.74,8/17/2019 0:00,369591.72,221755.03,8/17/2019 0:00,235371.22,94148.49,8/17/2019 0:00,459596.99,76599.50,8/17/2019 0:00,4,463,Disponible
464,43456.75,524782.82,1/13/2019 0:00,961391.10,337673.89,2/2/2019 0:00,752347.55,521591.01,6/22/2019 0:00,262391.41,157434.85,6/22/2019 0:00,480695.55,192278.22,6/22/2019 0:00,451408.53,75234.76,6/22/2019 0:00,5,464,Disponible
465,119272.18,124836.32,10/26/2018 0:00,935621.38,167277.73,9/22/2019 0:00,333190.29,53873.44,2/5/2019 0:00,62418.16,37450.90,2/5/2019 0:00,467810.69,187124.28,2/5/2019 0:00,199914.17,33319.03,2/5/2019 0:00,1,465,Disponible
466,72234.81,455106.54,1/5/2019 0:00,447309.34,953999.73,8/26/2019 0:00,518760.58,635424.02,11/16/2018 0:00,227553.27,136531.96,11/16/2018 0:00,223654.67,89461.87,11/16/2018 0:00,311256.35,51876.06,11/16/2018 0:00,10,466,Disponible
467,941913.34,930182.64,8/2/2019 0:00,261778.91,28716.13,5/14/2019 0:00,824954.66,371130.87,8/3/2019 0:00,465091.32,279054.79,8/3/2019 0:00,130889.46,52355.78,8/3/2019 0:00,494972.80,82495.47,8/3/2019 0:00,11,467,Disponible
468,373530.11,754870.72,8/11/2019 0:00,676728.61,660045.44,4/21/2019 0:00,545758.45,109180.94,12/21/2018 0:00,377435.36,226461.22,12/21/2018 0:00,338364.31,135345.72,12/21/2018 0:00,327455.07,54575.85,12/21/2018 0:00,7,468,Disponible
469,995415.83,344182.99,3/12/2019 0:00,634539.14,300753.47,2/23/2019 0:00,944872.02,150333.54,11/9/2018 0:00,172091.50,103254.90,11/9/2018 0:00,317269.57,126907.83,11/9/2018 0:00,566923.21,94487.20,11/9/2018 0:00,7,469,Disponible
470,943723.06,260974.55,2/1/2019 0:00,652721.66,682225.13,9/11/2019 0:00,133426.52,850163.01,7/7/2019 0:00,130487.28,78292.37,7/7/2019 0:00,326360.83,130544.33,7/7/2019 0:00,80055.91,13342.65,7/7/2019 0:00,6,470,Disponible
471,696623.78,449298.61,7/10/2019 0:00,204877.63,721390.34,12/11/2018 0:00,323261.75,228850.79,9/24/2019 0:00,224649.31,134789.58,9/24/2019 0:00,102438.82,40975.53,9/24/2019 0:00,193957.05,32326.18,9/24/2019 0:00,4,471,Disponible
472,854837.78,509045.45,12/30/2018 0:00,969799.85,234344.18,4/19/2019 0:00,144083.95,634337.92,9/10/2019 0:00,254522.73,152713.64,9/10/2019 0:00,484899.93,193959.97,9/10/2019 0:00,86450.37,14408.40,9/10/2019 0:00,8,472,Disponible
473,310578.12,947535.18,5/16/2019 0:00,63339.47,616321.04,6/3/2019 0:00,898140.81,748797.02,5/16/2019 0:00,473767.59,284260.55,5/16/2019 0:00,31669.74,12667.89,5/16/2019 0:00,538884.49,89814.08,5/16/2019 0:00,7,473,Disponible
474,821251.56,574850.85,8/7/2019 0:00,878354.79,308763.68,2/7/2019 0:00,203470.06,80690.24,8/23/2019 0:00,287425.43,172455.26,8/23/2019 0:00,439177.40,175670.96,8/23/2019 0:00,122082.04,20347.01,8/23/2019 0:00,1,474,Disponible
475,284338.75,102074.60,11/10/2018 0:00,640215.33,713042.54,1/27/2019 0:00,978446.13,652017.07,10/19/2018 0:00,51037.30,30622.38,10/19/2018 0:00,320107.67,128043.07,10/19/2018 0:00,587067.68,97844.61,10/19/2018 0:00,4,475,Disponible
476,458521.03,502830.39,4/15/2019 0:00,432156.10,770070.18,7/16/2019 0:00,23100.93,791210.66,8/17/2019 0:00,251415.20,150849.12,8/17/2019 0:00,216078.05,86431.22,8/17/2019 0:00,13860.56,2310.09,8/17/2019 0:00,8,476,Disponible
477,789909.23,752868.18,9/23/2019 0:00,765495.39,551630.74,2/10/2019 0:00,82514.51,716423.78,6/9/2019 0:00,376434.09,225860.45,6/9/2019 0:00,382747.70,153099.08,6/9/2019 0:00,49508.71,8251.45,6/9/2019 0:00,10,477,Disponible
478,320216.13,702781.58,10/17/2019 0:00,354441.23,622278.15,5/24/2019 0:00,479284.77,741004.20,2/7/2019 0:00,351390.79,210834.47,2/7/2019 0:00,177220.62,70888.25,2/7/2019 0:00,287570.86,47928.48,2/7/2019 0:00,10,478,Disponible
479,736359.23,604072.33,7/24/2019 0:00,839892.41,307894.19,6/11/2019 0:00,106242.21,464091.70,4/15/2019 0:00,302036.17,181221.70,4/15/2019 0:00,419946.21,167978.48,4/15/2019 0:00,63745.33,10624.22,4/15/2019 0:00,4,479,Disponible
480,821062.08,767456.10,7/19/2019 0:00,286871.47,997596.13,11/13/2018 0:00,976662.81,35469.03,5/14/2019 0:00,383728.05,230236.83,5/14/2019 0:00,143435.74,57374.29,5/14/2019 0:00,585997.69,97666.28,5/14/2019 0:00,8,480,Disponible
481,352884.82,655585.44,5/12/2019 0:00,565316.81,765223.32,3/21/2019 0:00,630474.55,392710.19,6/1/2019 0:00,327792.72,196675.63,6/1/2019 0:00,282658.41,113063.36,6/1/2019 0:00,378284.73,63047.46,6/1/2019 0:00,9,481,Disponible
482,660638.71,924269.26,6/30/2019 0:00,153476.21,818383.57,1/20/2019 0:00,670352.12,416448.20,9/11/2019 0:00,462134.63,277280.78,9/11/2019 0:00,76738.11,30695.24,9/11/2019 0:00,402211.27,67035.21,9/11/2019 0:00,7,482,Disponible
483,708326.39,618957.03,2/20/2019 0:00,878407.37,152053.43,4/17/2019 0:00,378638.13,212491.05,6/22/2019 0:00,309478.52,185687.11,6/22/2019 0:00,439203.69,175681.47,6/22/2019 0:00,227182.88,37863.81,6/22/2019 0:00,3,483,Disponible
484,790907.78,639338.36,9/8/2019 0:00,619205.13,640886.50,2/18/2019 0:00,150891.39,883008.09,3/2/2019 0:00,319669.18,191801.51,3/2/2019 0:00,309602.57,123841.03,3/2/2019 0:00,90534.83,15089.14,3/2/2019 0:00,5,484,Disponible
485,375964.18,240022.23,11/27/2018 0:00,779022.44,81821.23,5/6/2019 0:00,667059.14,257839.46,1/19/2019 0:00,120011.12,72006.67,1/19/2019 0:00,389511.22,155804.49,1/19/2019 0:00,400235.48,66705.91,1/19/2019 0:00,9,485,Disponible
486,738151.16,172757.51,9/30/2019 0:00,492380.77,767838.06,11/26/2018 0:00,371950.22,582504.50,1/3/2019 0:00,86378.76,51827.25,1/3/2019 0:00,246190.39,98476.15,1/3/2019 0:00,223170.13,37195.02,1/3/2019 0:00,3,486,Disponible
487,757354.29,43058.76,2/17/2019 0:00,375662.82,580825.71,5/2/2019 0:00,628107.33,339699.31,5/31/2019 0:00,21529.38,12917.63,5/31/2019 0:00,187831.41,75132.56,5/31/2019 0:00,376864.40,62810.73,5/31/2019 0:00,7,487,Disponible
